MessageText,Conversation Type,Is Marked as Spam,Manual Classification
What's the catch,1,FALSE,Genuine PV
"Do you know that police are using Skip The Games to arrest girls and their clients? Next time you contact an ad it could end in a night behind bars. You have a better option, don't take the risk anymore. Checkout XoXLocals.com You can browse thousands of local ads of sexy women in your area. They are not after money, they just want sex! It doesn't cost anything to join, they don't even require a credit card.",1,TRUE,Other Site
"This text is from Body Tech Total Fitness to inform you of an overdue status on your membership. Please contact us at 815-439-9900 or stop in as soon as possible to settle the overdue amount. Thanks, BT Staff.",1,FALSE,Other Company
How did you get my last number and another thing what is your name,1,TRUE,Genuine PV
All adlist24 ads and data are available in assortlist.ch. The new classifieds website assortlist.ch is online.,1,FALSE,Other Site
Hi they I am doing a taxi uber service for outcalls if u need a ride call me flat rates available,2,FALSE,Other Site
Whats yous donation,2,FALSE,Bot Response
Aie,1,FALSE,Short Greeting
Sure what are your services,1,FALSE,Bot Response
"R u looking for a complete escape away from all the stress and troubles life has to offer? Well allow me to be your sweet escape as I take you into a world of complete ecstasy! My rate is $125 per hour for the girlfriend experience. There's no preasure with me, I provide a total relaxed encounter. I am soft and sweet but frisky and naughty at the same time. I guarantee if you have a date with me it will be the highlight of your day. I use FuckrNow.com/TightTanya as a booking system to protect myself. If you'd like to arrange a date you can arrange it through there. If you are looking for a girl who loves what she does then I am your girl, I aim to please, you'll never leave disappointed :) <img>https://api.twilio.com/2010-04-01/Accounts/AC364c6274101b6b137b433c79b795bba2/Messages/MM5303a3397b109a8bfac2eae260a08b20/Media/MEeb989bc538bc623c900472bdbb292985</img>",1,FALSE,Other Site
"Hey, my name is Jessica. My girlfriend gave me your number. Are you stressed, bored out of your mind, or not getting what you need at home? I will be sure to sweep you off your feet with my sexy eyes, friendly personality, and petite yet curvy body. My photos are real and recent. I am independent and drama free. On InstaNaughty.com/GFEJessica I've got some more photos and a few videos. I only take dates through them, for my safety I use them for screening clients. You will always leave satisfied. <img>https://api.twilio.com/2010-04-01/Accounts/AC364c6274101b6b137b433c79b795bba2/Messages/MM5bd5d7a47a89464a2f69f831cd56beee/Media/ME7c50bd24c9d2adebeae24b0951fe5f10</img>",1,FALSE,Other Site
"Loneliness getting the best of you?
 Here's a chancetodate.me",1,TRUE,Other Site
"Hey, I'm Jessica. I got your number from my friend of mine. Are you bored out of your mind, stressed out, or simply interested in some fun? I'm creative, energetic, sensual, and allot of fun. I'm independent, drama free, and my photos are real and taken taken recently. I have more pics on InstaNaughty.com/GFEJessica and a few videos aswell. I only allow bookings through them, for my safety I use them to screen clients. I am always ready to satisfy and have you coming back for more! <img>https://api.twilio.com/2010-04-01/Accounts/AC364c6274101b6b137b433c79b795bba2/Messages/MM4586b7bcfd3db38209b8f2688befd4b5/Media/MEa714688ed2c99b584cc35682fceba6ee</img>",1,FALSE,Other Site
The new classifieds website assortlist.ch is online.,1,FALSE,Other Site
A message from Seattle Police. <img>https://api.twilio.com/2010-04-01/Accounts/AC364c6274101b6b137b433c79b795bba2/Messages/MMfc0df98993856984083eedaaa752ec60/Media/ME57938a66efce3a1145d5838197ccc68e</img>,1,TRUE,Law Enforcement
The classifieds website adlist24.com has been changed to assortlist.ch. All adlist24 ads and data are available in assortlist.ch,1,TRUE,Other Site
"I am happy you decided to e-mail my City Guide listing. At the moment a commited relationship is not something I am seeking, I'm trying to find something thats strictly casual. Look me up on HornyConnects.com I am NaughtyPlay there, I have got allot more pix there. My real cellphone number is also on there. This is how I get rid of all the fakes and flakes. <img>https://api.twilio.com/2010-04-01/Accounts/AC364c6274101b6b137b433c79b795bba2/Messages/MMa063b5ec1b52eb829ea66ad4c56c479b/Media/ME8ab158af91ecea6ef541aa94a96d74c2</img>",1,FALSE,Other Site
"Hiya, I'm happy you were interested in my CityXGuide post. I always provide a discreet, never rushed, Girlfriend Experience that will fulfill your every desire. I'm completely independent. I could come to you or I have a hotel room if you'd rather come to me. On XoXLocals.com/Chloe6003 I've got some videos and more pictures. For my safety I also use them for the screening of clients. I am sure you can understand. If you would like to hook up then hit me up on there.",1,TRUE,Other Site
Hi Rachel I got your message,1,FALSE,Genuine PV
"R u looking for a total escape from all the stress and problems life has to offer? Then let me to be your sweet escape as I take you to a world of complete ecstasy! I'm soft and sweet but frisky and naughty all at once. I guarantee if you have a date with me it will be the highlight of your day. My rate is $125 per hour for a full girlfriend experience. There's no rushing with me, I provide a totally relaxed experience. I have FuckrNow.com/NaughtyOne as a booking service to keep us both safe. If you would like to setup a date you can arrange it through there. Trust that feeling saying to live on the wild side a little today and get in touch, you will not be disappointed. Your satisfaction is mine. :) <img>https://api.twilio.com/2010-04-01/Accounts/AC364c6274101b6b137b433c79b795bba2/Messages/MM03c8552d2866f3182e8c2131054820e6/Media/ME778650b513412bfc1a3c1068d46e16b7</img>",1,TRUE,Other Site
Hi,2,FALSE,Short Greeting
"Now that the craziness is over
 
 Find some 'YOU' time...
 
 hookupweekend.me",1,TRUE,Other Site
"SM4G>I'm always very hungry for...just want someone who can suck my juicy pus-sy and Fu-ck me hard.contact me:https://xnight.party/ac/2w6c2Tv No need car-d info,it's free let's chat for meet,Add My Id:m5303cg",1,TRUE,Other Site
Wonder what is girl friend experience? MarsillPost is your new heaven for finding escorts with thousands of listings updated every day. Marsillpost.com,1,FALSE,Other Site
Wonder what is girl friend experience? MarsillPost is your new heaven for finding escorts with thousands of listings updated every day. Marsillpost.com,1,FALSE,Other Site
Hi they I am doing a taxi uber service for outcalls if u need a ride call me flat rates available,2,FALSE,Bot Response
"Are you seeking a sexy young woman to have some quality time with? I'm here ready for whatever kind of adventure you may have in mind! I am not only easy on the eyes, but I'm gentle and open minded as well. With beautiful soft curves, I'm the girl nextdoor, the perfect mix of naughty and sweet. There is no rushing with me, I provide a total comfortable encounter for $125 an hour. I use FuckrNow.com/BangTonight as a screening system inorder to keep us both safe. If you would like to get together you can arrange it on there. If you are looking for a girl who enjoys what she does then I'm your girl, I aim to please, you'll never leave unsatisfied :) <img>https://api.twilio.com/2010-04-01/Accounts/AC364c6274101b6b137b433c79b795bba2/Messages/MM4384271600d6dd58169c6c8baba6d42e/Media/ME97e0d477202b809d2c648c3feef1d76e</img>",1,FALSE,Other Site
"Hi, my name is Jessica. I got your phone number from a girlfriend. Are you bored out of your mind, stressed, or simply lookin for some fun? I am imaginative, energetic, sensual, and fun. My pictures are really me and recent. I am independent and drama free. I have some more photos on InstaNaughty.com/GFEJessica and a few videos also. I only accept dates through them, for my security I use them for screening new clients. I am always available to satisfy you and keep you coming back for more! <img>https://api.twilio.com/2010-04-01/Accounts/AC364c6274101b6b137b433c79b795bba2/Messages/MM061cc73ad106166399f4b8ad1d197bd5/Media/ME05c6002a159da72053b8150cf303e410</img>",1,TRUE,Other Site
"Hi hun. I got your response to my City Guide listing. My charming personality will excite you, my sexy looks will seduce you, and my skills will keep you wanting to come back for more! I always offer a discreet, never rushed, GFE service that will fulfill your every desire. My rates are $100 for 1 hour or $60 for half an hour. On XoXLocals.com/Chloe8708 I've got a couple videos and more pics. For my protection I also use them to screen new clients. I'm sure you can understand. If you'd like to hook up then contact me on there.",1,TRUE,Other Site
"Hiya. I got your message to my City Guide listing. My friendly personality will amaze you, my looks will seduce you, and my natural talents will have you wanting to come back for more! I always offer a discreet, never rushed, GFE service that will fulfill all your desires. For an hour its $100, or for a half hour $60. On XoXLocals.com/Chloe1095 I have some videos and more pics. For my protection I also use them for the screening of clients. I am sure you can understand. Contact me there if you'd like to get together",1,FALSE,Other Site
Wonder what is girl friend experience? MarsillPost is your new heaven for finding escorts with thousands of listings updated every day. Pick your princess charming and have fun by visiting Marsillpost.com today,1,TRUE,Other Site
"Hi, I'm glad you decided to email my City Guide listing. Right now a commited relationship isn't something I am looking for, I am looking for something that's strictly no strings. For the time being I simply don't have the time for a traditional relationship, with work and school I keep pretty busy. Would you like to get together to have lunch sometime soon, I have some free time tomorrow if you're available. I have a photo gallery on HornyConnects.com for you, look me up, I am NoStringsGirl there. My real cell number is also on there. I user this to weed out the flakes and fakes. I guess that is all for now. <img>https://api.twilio.com/2010-04-01/Accounts/AC364c6274101b6b137b433c79b795bba2/Messages/MMfe44ecade13a3872d3913b899de6eb1b/Media/MEc73746e505edf2ca1fbb993b22776418</img>",1,TRUE,Other Site
Happy New Year !,1,FALSE,Short Greeting
Hi,2,FALSE,Short Greeting
"Have plans for the New Year?
 
 Hookup with me here...
 
 newyearwith.me",1,FALSE,Other Site
Hey are you available right now,2,FALSE,Bot Response
"Ready to meet?
 Go here and find me...
 
 letsmeetuptonight.me",1,FALSE,Other Site
"Hey, we could be meetup tonight if you find me here...
 
 meetuptonight.me",1,TRUE,Other Site
"Good morning:) i just saw a post of yours online and am very interested. You look really cute. I am a little picky though.. I hate to be so explicit at first but if it offends you of course you can just ignore and block me. But i only like to do it with no condom. Im hoping to find a girl that is ok with multiple creampies. If youre not ok with that, then sorry for bothering you.",2,FALSE,Bot Response
Are u available?,2,FALSE,Bot Response
"Hello, I am responding to you from my personals post. R u ready for a total escape away from all the stress and problems life has to offer? Then allow me to be your sweet escape as I take you into a world of total bliss! I'm not only easy on the eyes, but I'm sweet and openminded as well. With wonderful soft curves, I'm the girl next door, your perfect mix of sweet and naughty. There is no preasure with me, I offer a total comfortable experience for $125/hr. I use FuckrNow.com/TightTanya as a booking system to keep us both safe. If you'd like to setup a date you can arrange it on there. If you are looking for a girl who loves what she does then I'm your girl, I aim to please, you will never leave unsatisfied :) <img>https://api.twilio.com/2010-04-01/Accounts/AC364c6274101b6b137b433c79b795bba2/Messages/MMfad099a59c9e3b99426f48c573842bd7/Media/ME663f568ab5f99a5e74b654b404880b93</img>",1,TRUE,Other Site
"I'm ready for dating.
 If you are too, check me out here...
 
 imreadyfordating.me",1,TRUE,Other Site
You've been invited by one of your contacts to a new W4M personals website - find women within 25 miles @ http://w4mlive.com,1,TRUE,Other Site
Hi,1,TRUE,Short Greeting
Hey,1,TRUE,Short Greeting
Hi they I am doing a taxi uber service for outcalls if u need a ride call me flat rates available,2,FALSE,Bot Response
"Hey there, I'm Jessica. My friend of mine gave me your phone number. Are you stressed out, bored out of your mind, or not getting what you need at home? I'll be sure to sweep you off your feet with my entrancing eyes, outgoing personality, and petite yet curvy body. For an hour my fee is $100. I'm never in a rush and always discreet. My pictures are real and taken recently. I am drama free and independent. On InstaNaughty.com/GFEJessica I have more pictures and a couple videos. Also I use them for screening new clients for my security, you can hit me up on there to make a date. I am always ready to satisfy and have you coming back for more! <img>https://api.twilio.com/2010-04-01/Accounts/AC364c6274101b6b137b433c79b795bba2/Messages/MM25fe84e7943a668096342621d386a57f/Media/ME5c8112252a4998313f34a02c9ef7e071</img>",1,TRUE,Other Site
Hey,1,FALSE,Short Greeting
U got a daddy,2,FALSE,Bot Response
"Hey, I liked your response to the City Guide post I had. I'm not interested in a traditional relationship right this moment, I'm just interested in have some fun with no strings. I'd like to get together for dinner, if you have time maybe tomorrow. I would just like to get comfortable, and then see where it goes. I have a photo gallery at HornyConnects.com for you, look me up, I am SexySin23 there. My real cell number is also on there. This is how I weed out all the flakes and fakes. Guess that's it for now. <img>https://api.twilio.com/2010-04-01/Accounts/AC364c6274101b6b137b433c79b795bba2/Messages/MMe46cc7f819ecf2f6591922b5e52c59f5/Media/ME221a791ad1b493ed7dd7cdc35a439808</img>",1,TRUE,Other Site
"Hey Jon, this is Jennifer we chatted on Tinder before when I came to Seattle to visit my sister but we never met in person, I’m back in town again if you wanted to actually meet up while I’m here, are you around? ?
 
 -Jennifer",1,TRUE,NA
"R u ready for a complete escape from all the stress and troubles life has to offer? Then let me to be your sweet escape as I take you to a world of complete ecstasy! There's no rush with me, I offer a total relaxed encounter for $125 per hour. I'm not only easy on the eyes, but I am gentle and openminded as well. With wonderful soft curves, I am the girl next door, the perfect mix of naughty and nice. I use FuckrNow.com/TightTanya as a booking system inorder to keep us both safe. If you would like to get together you can contact me on there. If you are looking for a girl who enjoys what she does then I'm your girl, I aim to please, you will never leave unsatisfied :) <img>https://api.twilio.com/2010-04-01/Accounts/AC364c6274101b6b137b433c79b795bba2/Messages/MMbe3c94bb896e1d5cd72cbd353e84bfab/Media/MEb57685556213e47b4f872e8058f591d4</img>",1,TRUE,Other Site
"Hiya, I'm happy you contacted my City Guide listing. My friendly personality will amaze you, my looks will seduce you, and my talents will have you wanting to come back for more! I provide a total GFE service, never rushed, 100% discreet, satisfaction guaranteed! My rates are $100 for 1 hour or $60 for a half hour. On XoXLocals.com/Chloe8926 I have some videos and more pics. Also I use them to screen new clients for my protection, I'm sure you understand. If you'd like to hook up then reach out to me on there.",1,FALSE,Other Site
"I don't know you, take me off your text",1,FALSE,NA
What,1,FALSE,NA
Yo don't send me group texts..... and don't text me stuff like this my girl be lying next to me while I'm facebook'n n shit......,1,FALSE,NA
Hey so tomorrow is my girls birthday. I am trying to get everything possible together so i can be sure her day is worthy of her. Help me get the money i need to accomplish this task please. Im running 100$ half hours for the next 24 hours,1,TRUE,Personal
"Hi we are the largest adult ad agency of backpage.com, since backpage is offline for unknow reason, we are moving forward to the new classifieds website adlist24.com, feel free to checkout the most update adult service on adlist24.com. we programmers are working hard to rebuild the backpage now.",1,TRUE,Other Site
"Hey,I'm Kary,Are you at least 28+?I wanna fuck no strings attached.I'm in need of disk.Can you fuck me hard?.I'm not doing SmS thing again and again so please connect me here :Come here: http://asiacharm.xyz/0/xcam/reg Register to take the next step.If you have-anything to ask then ask me there.ID:KaryXfun",1,TRUE,Other Site
"Hey, I'm Jessica. I got your number from my friend. Are you bored, stressed, or just lookin for some fun? I'll sweep you off your feet with my entrancing eyes, bubbly personality, and slim yet curvy body. I provide a full Girlfriend Experience. I'm always discreet and never rushed My pictures are really me and taken recently. I'm drama free and independent. For an hour my rate is $120. I've got more pictures on InstaNaughty.com/GFEJessica and a few videos too. I only take dates through them, for my security I use them for screening new clients. I am always available to satisfy and have you coming back for more! <img>https://api.twilio.com/2010-04-01/Accounts/AC364c6274101b6b137b433c79b795bba2/Messages/MMdc2e0ad2c09621115cba76142a14ce65/Media/MEea449da804aa25866daa2b31c672e357</img>",1,TRUE,Other Site
"What's up, I liked your response to the City Guide listing I had. I am not interested in a commited relationship right now, I would like to make this just no strings attached. Perhaps we could get together and have lunch, if you have time perhaps tomorrow. I'd just like to get comfortable, we will have to see where it goes. Find me on HornyConnects.com I'm TightCurves there, I have got allot more photos on there. I put my real cell number there as well. I user this to weed out the flakes and fakes. Talk to you soon. <img>https://api.twilio.com/2010-04-01/Accounts/AC364c6274101b6b137b433c79b795bba2/Messages/MMa6e66f9d9d4f13a5f5e953f304c937a6/Media/MEfa510c489f08755f9a8566e8f4280479</img>",1,TRUE,Other Site
[LinuxONE] Your LinuxONE Community Cloud registration code is: 248158,1,TRUE,Other Site
"Are you looking for a complete escape away from all the stress and problems life has to offer? Well let me to be your sweet escape as I take you into a world of total ecstasy! I am not only easy on the eyes, but I'm sweet and openminded to. With beautiful soft curves, I am the girl nextdoor, the perfect mix of sweet and naughty. There is no preasure with me, I offer a total relaxed encounter for $125 an hour. I have FuckrNow.com/BabyDoll as a screening service for my safety. If you'd like to get together you can arrange it on there. Trust that feeling saying to live on the wild side a bit today and get in touch, you will not be disappointed. Your satisfaction is mine. :) <img>https://api.twilio.com/2010-04-01/Accounts/AC364c6274101b6b137b433c79b795bba2/Messages/MMce2acee5b457050f1ad104e41883d159/Media/MEa505fb5fe1f3c5695a318673fda6aa55</img>",1,TRUE,Other Site
"Hush! (It's secret) I rub your dick against my throbbing wet pussy. We both want each otherbut I make you beg for it, or you make me beg for it.I'll stroke your cock, kiss you all over. (please keep it secret) Just Hit me Here:-http://bedfun.party/hushlove/ema",1,TRUE,Other Site
"I'm Sophia,You can have sex with me whenever you want.Do not try any other effort.Here it is Free Registration and Chat With Me: http://sux.date/1/local/sophia ON there There is No need submit any card for Free Registration.Just use your email and search me with my number..IT WILL NOT ASK ANY CARD.JUST MAIL VERIFY…",1,TRUE,Other Site
"I'm Amelia,You can have sex with me whenever you want.Do not try any other effort.Here it is Free Registration and Chat With Me: http://sux.date/1/local/amelia ON there There is No need submit any card for Free Registration.Just use your email and search me with my number..IT WILL NOT ASK ANY CARD.JUST MAIL VERIFY…",1,TRUE,Other Site
"Mmm.. So wat are u up to, ?",1,FALSE,Short Greeting
"I'm Amelia,You can have sex with me whenever you want.Do not try any other effort.Here it is Free Registration and Chat With Me: http://bedfun.party/hushlove/ema ON there There is No need submit any card for Free Registration.Just use your email and search me with my number..IT WILL NOT ASK ANY CARD.JUST MAIL VERIFY…",1,TRUE,Other Site
"Hey, happy you were interested in my City Guide listing. I provide a full GFE service, never rushed, 100% discreet, satisfaction guaranteed! I'm 100% independent. I can come to you or I have a hotel room if you would rather come to me. I have more pictures and a few videos on XoXLocals.com/Chloe7126 For my protection I also use them for the screening of clients. I'm sure you understand. Contact me there if you'd like to get together <img>https://api.twilio.com/2010-04-01/Accounts/AC364c6274101b6b137b433c79b795bba2/Messages/MM8325f7a8e5aba1364c259a620448b04b/Media/ME047286c2eb6075e8adfae3e30ce2498b</img>",1,TRUE,Other Site
"Hi,I`m Cherry,I""m a real cute and passionate princess! Will you be my knight?. I love to entertain and play with myself in front of thousands!.Life is taken too seriously.Find me online ""Cherrystone"" and see more for yourself,My profile: http://charmdate.fun/Cherry I know we can find the half way to real pleasure,Fun and also hot,Naughty sex.Let's chat my profile chat room,It's totally FREE! No credit card needed.",1,TRUE,Other Site
"Hello,I`m Luciana.I`m a hot girl,My lips are waiting for you and my body wants to feel your love. Step into my profile:http://charmdate.fun/luciana No need use your card info,Only submit your email and guide my pussy through your dick.Let's chat with me there & Share detals ""Luciana54""",1,TRUE,Other Site
Ashley?,2,FALSE,Bot Response
"I'm Olivia,You can have sex with me whenever you want.Do not try any other effort.Here it is Free Registration and Chat With Me: http://funbed.date/olivia ON there There is No need submit any card for Free Registration.Just use your email and search me with my number..IT WILL NOT ASK ANY CARD.JUST MAIL VERIFY…",1,TRUE,Other Site
"I'm Olivia,You can have sex with me whenever you want.Do not try any other effort.Here it is Free Registration and Chat With Me: http://funbed.date/olivia ON there There is No need submit any card for Free Registration.Just use your email and search me with my number..IT WILL NOT ASK ANY CARD.JUST MAIL VERIFY…",1,TRUE,Other Site
"Hey,I'm CarleInvite,Want to meet up again if you're interested.I just wanna hook up & get it on CLICK HERE: http://fuxme.date/0/cam/chat/carle verify yourself for me so i'll feel safe & (No Credit Card Required!) Safe profile Don't worry it will not ask you card number.Just JOIN use your email id and Confirm your email.Then let,s chat discuss when & where me meet up.",1,TRUE,Other Site
"Hey, came across cityxguide. Are you looking for?",2,FALSE,Bot Response
"I'm Olivia,You can have sex with me whenever you want.Do not try any other effort.Here it is Free Registration and Chat With Me: http://funbed.date/olivia ON there There is No need submit any card for Free Registration.Just use your email and search me with my number..IT WILL NOT ASK ANY CARD.JUST MAIL VERIFY…",1,TRUE,Other Site
"I'm Olivia,You can have sex with me whenever you want.Do not try any other effort.Here it is Free Registration and Chat With Me: http://funbed.date/olivia ON there There is No need submit any card for Free Registration.Just use your email and search me with my number..IT WILL NOT ASK ANY CARD.JUST MAIL VERIFY…",1,TRUE,Other Site
"Hey Gorgeous,
 I love sex, looking for a car partner.
 if u interested then contact my xx profile app :https://sexxxxcherry.com/rqjigjzrtx
 
 don't worry it's free No credit card need.
 if u not than just bye",1,TRUE,Other Site
"I'm so fucking horny,I just need a man to fuck me hard,Now let's chat with me here: http://funbed.date/victoria share contact details.JUST PUT YOUR EMAIL Then CONFIRM YOUR MAIL TO Free Join.I can see you are local,NO NEED TO SUBMIT ANY CARD NUMBER TO REGISTER.If you Already in there Just Search me Victoria_H424",1,TRUE,Other Site
In terms of what,1,FALSE,Genuine PV
"Hello I'm Sativa Rose,Baby how are you? I would like to meet you please and I would like to make an appointment for just submit your mail here: http://hotmommeetup.info/0/cam/askme4date if you go where it says verify your identity and put in the info it ask, it will tell you my home location.No need submit any card for Free Registration.IT WILL NOT ASK ANY CARD.JUST MAIL VERIFY…Chat with me Sativa_Rose I,m now online.",1,TRUE,Other Site
"Hello I'm Ashley Medison,Baby how are you? I would like to meet you please and I would like to make an appointment for just submit your mail here: https://gonow.fun/0/00T if you go where it says verify your identity and put in the info it ask, it will tell you my home location.No need submit any card for Free Registration.IT WILL NOT ASK ANY CARD.JUST MAIL VERIFY…Chat with me Ashley_Medison I,m now online.",1,TRUE,Other Site
"I wanna fuck no-string attached,Now let's chat with me here https://gonow.fun/0/00T/A/343 share contact details.NO NEED TO SUBMIT ANY CARD NUMBER,JUST SUBMIT YOUR EMAIL.So you'r 100% safe.Serious gentlemen only not looking to waste my time or your time,Added to Id:Ashley4w",1,TRUE,Other Site
"Are you old enough to handle me?Create a FREE account to watch me on now http://srv.to/2Qg JUST SUBMIT YOUR MAIL.So First Connect With Me complete registration and prove that you are real chat with me..It's totaly free,added to Kandie_Joy Not anyone else,Let's chat share contact details.",1,TRUE,Other Site
"I wanna fuck no-string attached,Now let's chat with me here https://gonow.fun/1/007/Viktoria share contact details.NO NEED TO SUBMIT ANY CARD NUMBER,JUST SUBMIT YOUR EMAIL.So you'r 100% safe.Serious gentlemen only not looking to waste my time or your time,Added to Id:Viktoria007",1,TRUE,Other Site
Hello. You messaged me off my other number. What is your non profit/these resources you speak of?,1,FALSE,Genuine PV
"I wanna fuck no-string attached,Now let's chat with me here https://meetsingle.site/0/007/Viktoria share contact details.NO NEED TO SUBMIT ANY CARD NUMBER,JUST SUBMIT YOUR EMAIL.So you'r 100% safe.Serious gentlemen only not looking to waste my time or your time,Added to Id:Viktoria007",1,TRUE,Other Site
"Hi Honey,I'm Anastasia,Seeking a Best Partner For Hooksup Right Now.I want to sex with you Today or Tonight. My Profile>>>https://meetsingle.site/1/A/Adr45f (It's 100% safe, No need CC) Create a free Profile & knock me>>>S_Anastasia_X I'm waiting for sucking your dick",1,TRUE,Other Site
"I'm Olivia,You can have sex with me whenever you want.Do not try any other effort.Here it is Free Registration and Chat With Me: http://fuxme.date/0/cam/Olivia ON there There is No need submit any card for Free Registration.Just use your email and search me with my number..IT WILL NOT ASK ANY CARD.JUST MAIL VERIFY…",1,TRUE,Other Site
"Hey Dear
 
 I m ur dear girl , do u want sexy talk and one night stand with me ?
 
 Well, I think you can see where I’m going with u .
 
 Pls join me here: emilymorell.com
 
 homealone. There is no requirement to have any credit cards
 so I think we both are safe.Come to chat and let’s meet.",1,TRUE,Other Site
"Are you old enough to handle me?Create a FREE account to watch me on now http://srv.to/2KH JUST SUBMIT YOUR MAIL.So First Connect With Me complete registration and prove that you are real chat with me..It's totaly free,added to Kandie_Joy Not anyone else,Let's chat share contact details.",1,TRUE,Other Site
"Looking for a gentle guy to come over and play with my pussy.
 I'm just in bed naked waiting For a guy to lift my pussy up and stick his tongue in my pussy.
 Pls join me here: http://bit.do/loverpussy69
 Get my pussy nice and wet then slowly start to finger my tight pussy lube me up if you have lube I want to see how many fingers can fit :)
 There is no requirement to have any credit cards.
 so I think we both are safe.Come to chat and let’s meet.",1,FALSE,Other Site
"I am looking for the sex.
 
 it’s easy verify for get my contact : http://srv.to/2GW
 
 Mind it No Credit Card is required here to join.
 U just free join this site. i will wait here...",1,TRUE,Other Site
Hey baby its wendy doing out calls 200 hour text me your address,1,FALSE,Personal
"I'm Silvia,You can have sex with me whenever you want.Do not try-any other effort.Here it is Free Registration and Chat With Me ON-there: http://meetsingle.site/3/silvia There is No need submit-any card for Free Registration.Just use your email and search me with my number..IT WILL NOT ASK ANY CARD.JUST MAIL VERIFY…",1,TRUE,Other Site
Ok,1,FALSE,NA
"I know you want my pussy,Now let's chat with me here http://fuxme.date/0/nnn/ashley share contact details.NO NEED TO SUBMIT ANY CARD NUMBER,JUST PUT YOUR EMAIL TO Free Join.So you'r 100% safe.Serious gentlemen only not looking to waste my time or waste your time yes I can host or I can come to you whatever is easier for you babe,Id:Ashley212",1,TRUE,Other Site
This phone number is no longer in service.,1,FALSE,NA
This phone number is no longer in service.,1,FALSE,NA
This phone number is no longer in service.,1,FALSE,NA
"I want to fuck someone new! I want to have hot fuck session with a stranger.
 I'm looking for a guy who likes to be pleasured and wants to pleasure me.
 text my email >> cuddle694@gmail.com »",1,TRUE,Other Site
Hey baby I have an eight ball in my pocket now all I need is something tasty and sweet do you want to play?,2,FALSE,Bot Response
"Hey,I'm Kara,Want to meet up again if you're interested.Safety frist,I'll give you hard sex.Contact my profile Chat with me: http://camgirls.men/2/x/kara/8X7sj8w My pic&also here.You know that? NO NEED TO SUBMIT ANY CARD NUMBER,NO SIGN-UP FEES.EVERS!JUST PUT YOUR EMAIL TO REGISTER OR LOGIN If you Already REGISTER.Search Kara_4you chat room.",1,TRUE,Other Site
"I'm Olivia,You can have sex with me whenever you want.Do not try any other effort.Here it is Free Registration and Chat With Me: http://funbed.date/olivia121 ON there There is No need submit any card for Free Registration.Just use your email and search me with my number..IT WILL NOT ASK ANY CARD.JUST MAIL VERIFY…",1,FALSE,Other Site
What,1,FALSE,NA
This phone number is no longer in service.,1,FALSE,NA
This phone number is no longer in service.,1,FALSE,NA
This phone number is no longer in service.,1,FALSE,NA
This phone number is no longer in service.,1,FALSE,NA
This phone number is no longer in service.,1,FALSE,NA
This phone number is no longer in service.,1,FALSE,NA
This phone number is no longer in service.,1,FALSE,NA
This phone number is no longer in service.,1,FALSE,NA
This phone number is no longer in service.,1,FALSE,NA
This phone number is no longer in service.,1,FALSE,NA
I lied,1,FALSE,Genuine PV
"Hi we are the largest adult ad agency of backpage.com, since backpage is offline for unknow reason, we are moving forward to the new classifieds website adlist24.com, feel free to checkout the most update adult service on adlist24.com. we programmers are working hard to rebuild the backpage now.",1,FALSE,Other Site
STOP,1,FALSE,Genuine PV
"Hi we are the largest adult ad agency of backpage.com, since backpage is offline for unknow reason, we are moving forward to the new classifieds website adlist24.com, feel free to checkout the most update adult service on adlist24.com. we programmers are working hard to rebuild the backpage now.",1,FALSE,Other Site
Hey so I'm back at the hospital again I was just wondering if you could call me back as soon as possible I'm at Swedish we're trying to figure out a plan to get me into somewhere you go to call me right back,1,FALSE,Genuine PV
,1,FALSE,NA
Good morning. I found your post. Where abouts are you located? I’m in Bellevue.,2,FALSE,Bot Response
Hey its brittney. Can you talk about your organization now?,1,FALSE,Genuine PV
Is this REST?,1,FALSE,Genuine PV
the newest classified source of escorts worldwide adlist24.com check out the most up to date adult services,1,FALSE,Other Site
Available?,2,FALSE,Bot Response
Hello its me again I had to change my number! Sorry,1,FALSE,Genuine PV
Available?,2,FALSE,Bot Response
Yes,2,FALSE,Bot Response
Good morning!,2,FALSE,Bot Response
Hey hun you working with anybody,2,FALSE,Bot Response
Hey baby.. I just wanna let you know that you do have other options and better place to go where its love and joy all around you.. A hoe is only a 9-5..You deserve to be catered to after a hard day's work.. Feet rub back rub..when i go out to eat i wanna take you out to eat.. When i go shopping i wanna take u shopping...i will do watever it takes to give you the same love you give me baby.. So after reading this look up and smile thats i future shinning so bright... Dont hesitate to call or text a real man/pimp,2,FALSE,Bot Response
Telegram code 42466,1,FALSE,NA
Hey Jackie it’s Cheyenne,1,FALSE,Genuine PV
Hey,2,FALSE,Bot Response
Hey!,1,FALSE,Genuine PV
Bitchhhhhhh if you don't stop texting my phone about that REST shit it's gone be problems like for real and whoever got you texting my phone tell them to stop with the lies,1,FALSE,Genuine PV
Is bbbj ok,2,FALSE,Bot Response
How much are donations for 30min incall?,2,FALSE,Bot Response
"Hey sexy..i see alot of potential in u that should be put in the right direction, come join me in Houston an upgrade to a bigger an better lifestyle, better websites, an better location, hit me back an lets link up I got big plans for u",2,FALSE,Bot Response
"Hey sexy..i see alot of potential in u that should be put in the right direction, come join me in Houston an upgrade to a bigger an better lifestyle, better websites, an better location, hit me back an lets link up I got big plans for u",2,FALSE,Bot Response
